"","GSM782710_CEBPD","GSM782711_CEBPZ","GSM782714_ETS1","GSM782715_FOXM1","GSM782716_FOXO3","GSM782720_HSF2","GSM782724_MITF","GSM782732_RELA","GSM782737_SP1","GSM782738_SP100","GSM782739_STAT1","GSM782740_STAT3","GSM782741_STAT6","GSM782743_TP53","GSM782744_UNTREATED","GSM782745_UNTREATED"
"COL11A1",-1.21437192538391,0.534643510760247,0.238164185986136,-1.06121823248698,-0.239233939285171,2.31247074645629,1.28074218659937,-1.48669779793095,0.0364794818719322,-0.131186606797617,-0.639632585880733,-1.56231889485245,0.00211833150170164,-0.229399965284674,0.292861440614787,-0.292861440614787
"COL18A1",-0.0537393626990709,-2.84612179693144,-0.774365901670501,0.961444966384927,0.354239892312098,-1.98542574737082,0.786857480554972,0.277164369452892,-0.0956075459541767,0.625202734004136,0.307938800650577,-0.757015795225221,0.280674158428907,-0.0235162762823184,-0.0395463005700188,0.0395463005700188
"COL1A1",-0.021658547112534,-0.813761495303471,-1.07278292638201,0.809495367759339,-2.57640794147934,-0.818782772393358,-0.403937494878242,-1.38130733009757,-2.63228217531954,-1.51531958275457,-0.409956832050789,-0.962834837058236,-0.114793708252713,-1.97630506259934,0.697101247347018,-0.697101247347018
"COL1A2",-0.320786242040033,-0.961242449572677,-2.77227226079887,0.0624068114116159,0.716288555051441,0.414204178247419,-1.92464136301598,-0.335496013286119,-1.16611091694561,-1.71230767009295,0.315939235495429,-1.69103188772273,-0.418822441790328,0.238684450622724,-0.0501729092747285,0.0501729092747285
"COL2A1",-0.367995035921886,0.411960305431219,2.44530400232381,0.329881666557993,-0.504846977301891,2.74563623809063,0.966433986924075,0.319807527093389,0.741849705189997,-1.21942069078189,0.0554676324360255,0.917219436999227,0.00422844261323314,0.314737351478803,-0.0147806107421464,0.0147806107421464
"COL7A1",-0.164185103480834,-1.12048553028765,-1.05300274126167,-2.08274401854258,-0.958106271452152,-2.89121110686605,-3.62403170788352,-0.892566406107791,-1.64581305186173,-0.814468763521199,-0.561467555304627,-1.99665118852116,-1.12414906139112,-1.27584290070105,0.0793510678359081,-0.0793510678359081
"COPE",-0.188442546010357,-1.14213632553449,-1.48437614122821,-2.37996223760827,-0.830445333352093,0.105986207395386,-1.82514973208278,-1.94638781741225,-3.51053986140607,-1.15581020187364,-0.632855015403055,-0.915045464085497,-0.133585566826845,-1.35992158457422,0.251723739760857,-0.251723739760857
"COPS2",0.214747358901616,-1.07501915183095,0.920595643840686,0.281575944516785,1.23441790025992,0.855180894536713,0.92575869900748,2.40004484962274,2.7443593871224,-0.699143857166101,1.45638012716008,1.13828348845994,0.558954617562897,1.2337719236361,0.0852029970171467,-0.0852029970171466
"COPS5",0.913577755528764,0.653271097875039,-0.0733000607843616,1.62302531577158,2.36381058977149,0.463879358571428,-0.542390224456783,1.05509321583148,-0.575799993854545,1.59935452645099,-0.755949022604429,0.320403035619537,1.1125535227509,2.47451506500759,0.120954691088458,-0.120954691088458
"COPZ1",-0.413234915434198,-0.297638752482021,-0.204593157296556,-0.0125256675293328,-0.757846247012386,-0.493914012725683,-0.0752270102841054,-0.667666481360243,-0.3146678126598,-0.456290235367466,-0.181985891363937,-0.526343528999439,-4.18817230640207,-0.506087209195097,0.304897024193297,-0.304897024193297
"COX4I1",-0.170465721680949,-0.398937855152839,-0.644388783045847,0.239793539632567,3.07990880707683,-0.659407736035516,-0.325665941166429,0.284876633374874,-1.11128410752044,0.341075015532435,-0.182345657548333,-0.99909085236467,0.570489392540128,-1.22457181477632,-0.238152617082861,0.238152617082861
"CPE",-1.52537697832213,-0.714325132431097,-0.776970628955287,0.655644167861332,-2.42291924424494,-2.86302409541088,-0.763421674827435,-1.68073019722482,-0.842016916866612,-0.337349083903281,-0.91590498507141,-1.06403233753316,-0.738778976399843,-2.44856894272252,0.776756350662868,-0.776756350662868
"CPEB1",2.64194962433881,1.81085873291781,2.01154943496489,1.38635937382797,2.13213242973316,1.45390158021275,0.883972476411656,2.36174955832235,0.974002179830433,1.35115693019538,1.94648277971523,1.18020018714436,2.38844196010659,3.59781849742701,-0.946397504386349,0.946397504386348
"CPM",0.21474331955514,-0.734356355259931,-1.85056785104932,-0.508375574998579,-0.248201168198567,-1.29097306486321,-1.02157405332817,-0.639909473475986,-3.11351607849853,0.114194541654411,-0.535890267660079,-2.81567756166159,-0.387045109067701,-1.41683394003051,0.258528287441662,-0.258528287441662
"CR2",-0.496192339017145,-0.108680197769073,0.776457949123069,-1.73984402271453,1.50607871314382,1.08681639653991,0.837595898348129,-0.569445657590288,0.593659686000353,-1.11313278284388,-0.997360762095428,0.552019478311393,-1.70789059542872,0.538785279925197,-0.539837086025767,0.539837086025767
"CRABP1",-0.666862066251096,-2.15435828719246,-1.12963847238101,-1.38542997850724,0.20241411028757,0.924782210423679,-0.166669962039768,-1.86511039419466,-1.57015127885727,-3.01030574442725,-1.14912886261556,-0.762122121591994,-1.07989050427016,-0.75088300443053,-0.454423064428861,0.454423064428861
"CRAMP1",-0.0557617009856009,0.381530385133056,-0.0131258521722301,2.27965461685085,-1.50765887880915,-1.7972093945416,-0.0890381060613511,0.165003129993961,-0.650061054074899,-0.567653711142151,-1.91036946907381,0.134877745628017,-0.66639330344674,-0.232885893721552,0.493654421051373,-0.493654421051373
"CREB3L3",-0.259024335893172,-2.07163169725354,0.495773365963255,-0.968662043058113,-0.977895539427149,1.94653485657477,0.284740771644769,0.172542338300598,-0.623525015198253,-0.429636958375094,-1.19368265399242,-1.24174253323859,-0.361627361752297,1.24735662803155,-0.426873610990099,0.426873610990099
"CREM",2.79691680101441,0.687808308479029,0.693407661063863,-0.185587882518422,1.13033901201089,0.0263663224658301,0.29153288281657,0.610818514996785,2.63689279941151,-0.0799857109100961,0.207197685730971,1.45606836644745,-0.41030290315029,-0.6670692407615,0.00416848998434578,-0.00416848998434578
"CRHR1",0.0812933809856067,-0.0235993535672221,0.678223098764852,0.0663396184850353,-0.429995837231613,1.40955456433035,-0.435704671142537,-0.74487835211354,-1.19812712930029,0.352954700600069,1.01940409138717,0.355833485663144,0.958007108841766,-2.45103071229271,0.992215955292991,-0.992215955292991
"CRMP1",-0.109123403781983,-1.93689351567159,0.749068568500326,-1.38599972706857,-1.05130563064743,-0.232015454826864,-0.468228507660225,-1.68503925347896,0.293531952430059,-2.49200344188029,-1.18354628073638,-0.335474339044215,-1.84847191488834,-2.36398602910404,-0.171284295292445,0.171284295292445
"CROT",1.38115410200099,1.22864912408218,0.903243509126078,3.09136998526242,1.64457823367908,0.973069119392794,-0.2328988554386,2.23169165174668,1.77720864460984,2.53151810764173,1.59446467624346,-0.371001488048503,0.841494627254137,1.62071272068366,-0.097504510565964,0.0975045105659638
"CRP",0.396532972955292,0.224330234565743,0.883970947405636,1.48845202034454,2.75128197793133,0.630263811331724,-0.854776330222689,-1.27577743169117,1.13739317266645,0.592330540842364,-0.32286435503657,0.173198462999895,-0.780970476189976,-0.568006551686036,0.074182643022657,-0.074182643022657
"CRTC1",-1.05225907306961,-1.07999832289072,-1.26742636608757,-2.00134935300184,0.392823472264934,0.493349271519458,-1.89525570028574,-0.677873647519958,-1.68429174456196,-0.980075984647298,-0.746804040464286,-3.2128271098312,-2.18919548671745,-1.19120522866669,0.13384146932417,-0.13384146932417
"CRYAB",0.422467878095397,0.458724522419903,2.06993799054487,-0.377616984093791,2.11068471085307,-0.0677252080859135,2.46478955040289,-0.320188949463399,1.56116487717981,0.518191705397419,-0.80015821223402,1.31415227605573,-0.113921883915485,0.425309657834574,-0.243865147321266,0.243865147321266
"CRYZ",0.227720637729462,3.33886580670573,0.0821482191850156,0.932451556528601,1.17684818024437,0.287464923433093,0.411639958947207,1.12926228121111,2.29218435248587,2.16409557224177,0.983709957764026,-0.0987026469021735,0.115314002197271,1.244481051581,-0.382754000934152,0.382754000934152
"CRYZL1",-0.255536053145017,1.39652374324356,0.0403382924579457,1.79242720353124,-1.32786396089117,-1.82767362436436,-0.2915865833157,0.208355725884567,0.0621737282538106,1.58452571218786,1.03961474121832,0.606486066952856,0.360184731395898,-0.571972748142844,0.553836387258631,-0.553836387258631
"CSF1",-1.70596594023061,-1.97526048992289,0.736700542095653,-1.497527652821,-2.60284418412779,-1.05669378879037,-0.920246295096028,-1.97823601534746,-1.41010590496766,-2.2979459614359,-1.22116014064657,-3.1197553153068,-1.48244047219309,-1.6100182578844,-0.232987923992439,0.232987923992439
"CSF2",-0.622897082324922,-0.612341225879534,-1.26901709723685,-1.85466521084411,0.212245779754983,1.03802720293678,-1.80700884528598,-0.908388229193911,-1.9197947220357,-0.882623678982837,-0.884059042023688,-1.16286081608826,-0.285258537267346,1.63584886831002,0.158412559900584,-0.158412559900584
"CSF3R",1.32343977084316,-0.0363920005580907,1.74630165344596,0.404531285591247,0.349821251847863,2.83051188632158,2.69180316704603,0.725881812184724,2.39945870415983,1.34019815829728,0.68085817220884,-0.23892252048832,0.892482315356442,0.294976253831479,0.0264202947915117,-0.0264202947915119
"CSNK2A1",0.57881788842583,0.634790390296468,1.32572537948472,-2.46102936852104,0.99907598102839,1.0399177501072,0.678456189684413,0.310322076397067,1.13248809688538,0.338774258904302,1.23514875166268,1.48048983356151,0.418855912269427,-1.10307572249486,-0.131123618367832,0.131123618367832
"CSNK2A2",-2.38177372263066,-1.92802088146999,0.20971932386863,0.636927541291134,-0.071636432935488,1.26458230611351,-1.01568346189438,-0.270736012396135,-0.582138870014205,0.245047708678634,-1.18179419058288,0.35939986946599,0.295998812971529,-1.60885099576845,0.247016681666091,-0.247016681666091
"CSNK2B",0.484767081243323,-1.37959093373092,1.147453352968,-1.69300226038963,0.795162424317879,-0.835893522029963,1.04708358261451,-0.538673716503685,1.31594331102741,-0.844422346260098,0.378318608316476,1.8034696536529,0.122506512360251,-0.449579425435228,0.0955532745667511,-0.0955532745667511
"CSRP1",-1.60009826432813,-0.477607924371991,-1.80301965179268,-0.906603199117198,-1.17846171728202,-1.42778841157632,0.444626949102258,-0.115172534235351,-2.87952236337001,-2.19677160506805,-0.0888802455444045,0.115357397556054,0.375806128431259,-1.35918535258733,0.217277487197161,-0.217277487197161
"CST1",-0.412173720794823,-0.780786512232498,-1.10499522325314,-1.28898673065695,1.81312878417823,0.778156761563859,0.387178432099256,0.595105067181849,-1.37544621722025,2.00075250898716,0.252614726102994,-0.311309208960125,-0.176669911648112,-0.897908963284079,-0.18014832467326,0.18014832467326
"CST2",-0.00175827158734584,-1.38454589029593,-2.45391579446342,-1.4961356963908,-1.37824205865947,0.229563195832388,-1.81203565455862,-1.88771070442407,-2.01027494583553,-1.51983745744986,-1.51772938644064,-2.5986268946783,-2.59028758721356,-1.51213665818871,0.918690605367339,-0.91869060536734
"CST4",0.0818717398721151,-0.736708569564487,-0.633759756989014,-0.536775943277635,-1.44991325635213,-0.605480427207896,-0.0223750768477047,-2.02632607678065,-1.72346944174897,-0.311717566236212,-1.68644854559021,-2.511861586638,0.136006341637682,1.35783935042142,-0.329019872898556,0.329019872898556
"CTBP1",-0.381153390686985,-0.543347330923106,-0.525846449170306,2.34146013723386,-0.323097497899833,-0.843322200981717,0.951563262395677,-0.852885749648081,-0.285530812089563,-1.64101451540387,0.351338148299033,0.471284432956959,-0.0182152170229435,-1.96649585997856,-0.124507631151964,0.124507631151964
"CTBS",-0.115269987724304,-0.222876227181354,-1.03312128901074,-0.0354370774604513,-2.21312124264928,-2.84880821406324,-1.16202064643789,-0.279070914064056,-1.93254155726224,0.65300629003317,-1.11541928698462,-0.276850714429086,-0.104980439025227,-0.948681943515808,0.864524699108245,-0.864524699108245
"CTNNB1",0.120384102401128,0.831252327011549,0.560472055593562,2.24485615151688,-0.0320697005167202,-0.783722570389231,0.298256970624311,-0.0741142554007451,-0.910131249045789,0.231865155817087,-0.365895680441076,2.06331700398448,-1.04728570683027,-1.38226998109646,-0.267458058768583,0.267458058768583
"CTNS",0.993581956147145,1.12228520822273,2.33514760019472,1.11564062781176,3.28201043919725,3.41342552228952,2.40012292466491,1.15560884377288,0.987562324800685,0.905310531953677,1.74743783222227,1.14151329277985,1.7723587668362,1.53377853826806,-0.551965597307147,0.551965597307147
"CTSB",1.41213240787855,-0.518931060677774,0.472052518438122,0.13216713214993,-1.50143405393937,-1.18138428942387,-0.546044477680915,-1.54903462870965,0.684696657846635,-1.17293444976978,0.186925356317533,1.00025653471173,0.803754429134373,-1.75371742881266,0.404058304283645,-0.404058304283645
"CTSD",0.698862654847507,1.14373870095893,1.30454534992762,0.544288849886512,2.22399650669193,0.173857177881753,2.41810205721299,0.437377329950919,1.18475998899579,0.499686102243664,0.750231715223046,1.72150212595685,2.92506628104719,-0.639358999463762,-0.649127067719698,0.649127067719698
"CTSK",-1.03051798622993,-0.549485273963035,-0.2995993690811,-0.0794256734106882,-0.945158414767034,-0.725904293030597,0.873178735030317,-0.177606866141766,-0.469937706262714,1.82602810306879,-1.08046383487876,-0.682871123158572,-0.592806892796216,-2.62077138549684,0.895200419867528,-0.895200419867528
"CTSL",3.52090486759282,0.427835224187097,1.07988339566166,0.701289934405307,1.57626279936691,1.32598250994862,0.381536270763181,0.0168182171281869,-0.114320667281717,0.300616155439576,0.58101290875685,-0.676833587264052,0.217210875279186,-0.340560378166441,-0.430758730603445,0.430758730603445
"CTSZ",0.970805247504926,2.09127007860436,-0.254698593893263,-0.624398371208004,1.61430074426683,0.242512580542782,-0.118584951918184,0.560968316768912,-1.43299630741996,1.41003971952863,1.56648183809155,-0.738783555234763,-0.227627698704837,-0.613036434332721,0.0349465897384241,-0.0349465897384241
"CUL1",-0.147053761905544,-0.709300153376162,-0.835751567800885,0.0585340732593435,1.32766856958227,2.57853380740158,0.401432250721045,-0.0564265650363463,-1.96882529142658,-0.704445146850813,-0.000413656474749005,-0.667812333542318,-0.60177383054219,0.289711205599022,-0.00179936271117149,0.00179936271117149
"CX3CL1",-0.242809597471676,-2.57114121249781,-2.6535660137885,-1.16887578120968,-1.10296506593292,-0.741945856769175,-2.61885134491647,-1.89067770672164,-2.41743808589539,-1.77492902217417,-0.263917808666039,-1.47414640453504,-0.677630219189896,-0.0295255168788451,0.229147321186496,-0.229147321186496
"CXCL1",1.52166025502287,-0.372500938145536,1.3678014389564,1.57554679670628,1.67354057720765,1.68735165780053,2.93327356585491,1.96655809627893,1.70390372139019,1.09282736792664,0.528338201508925,2.3119248116485,0.0275993534687132,1.8330631754682,-0.899793525956184,0.899793525956184
"CXCL10",0.917043922462322,-1.50386725129011,1.40729768649765,0.180015631461243,-1.23562682604226,-0.947062573475747,-0.871067630569273,-0.0830029328886638,-1.51321953093055,-0.585891220996852,0.669110659169158,-1.73047008889129,-1.61435879719147,0.591845116873701,-0.28214338184063,0.28214338184063
"CXCL2",0.763724535065172,0.00997009266697291,-1.79398068027396,0.2974321850753,-1.32426093477419,-1.73937704750582,-0.744076642383452,0.817717324035438,-0.358561752744199,-1.10637828671427,-1.15050216744241,0.439277724860985,-2.29889776737971,-1.76880457750919,-0.103769059459926,0.103769059459926
"CXCL3",1.1545832515856,0.409129797288523,-1.69599036079913,0.320430033536449,0.0576566944610048,0.279758853241399,-0.628170095635829,1.24408793744623,-1.89272916938399,0.758577792566542,-0.19713652282036,-1.48394605745654,0.969615971416902,1.07989864749547,0.010391656159898,-0.010391656159898
"CXCL5",-1.77733058911652,-1.53466608831402,-1.99706021027179,-1.86740859912334,-0.202697484482428,-0.320612829293083,0.143478386432402,-2.10501196618408,0.374115088627414,-0.492299405209297,-2.02842820731716,-1.53125314690527,-2.4475955404177,-0.0758535912011769,-0.389399225145775,0.389399225145775
"CXCL8",2.80680841450115,-0.331300392141584,1.37193714251298,2.44374077260158,1.14100650555217,0.434094184596245,1.22282445869067,0.813641138000074,1.84318060464723,-0.233238936943469,-0.664013135128015,0.757044067270321,0.22305948952925,0.349302654349491,-0.266403241006548,0.266403241006549
"CXCL9",-2.54155032979457,-0.343991191331466,-1.21126466507441,-3.50271298198911,-0.818909940152991,-2.09754118397556,-0.267221714587893,-1.77998830557731,-1.81849897013337,-2.4014575461292,-1.23038811221109,-2.23322420706248,-1.43667654046251,-1.27685369960445,0.165677725903106,-0.165677725903106
"CXCR4",-2.00090590884681,-0.686956815271044,-2.36567913873674,-1.14794229176399,-0.180568299758276,0.617528476688281,-0.917637245503896,-1.67271997835977,-1.88658615373307,-1.19473599037175,-1.20652999513433,-3.05034282280195,-2.10970192890116,-0.47538909663356,0.0813260771723912,-0.0813260771723912
"CXorf56",3.35168509661289,2.46394017719643,1.91129179148284,2.75367747214718,2.12548251461108,1.83733268535438,1.16967632193083,1.62314870272507,1.79051082811979,3.28663897700683,2.33567687633505,2.42636569974439,2.2338028721504,2.09439312057617,0.858198753624202,-0.858198753624203
"CYB5A",-1.42705723413739,-0.130876758511567,-1.10047530809149,-0.809185017418646,-1.27143419052189,-1.1380282137797,-1.76587423257503,0.350957206424134,-0.777761246600097,0.897697181384758,0.78705601143138,-1.9254576813499,-2.53185840233297,-1.23308512978257,0.431522474353294,-0.431522474353294
"CYP11A1",-3.51110216364949,-3.03540682082817,-1.33919386671693,-1.64403535484463,-2.70606989092113,-1.92702385743944,-1.02582472411325,-1.63356530517219,-0.732548097088305,-2.62381689965133,-1.80559249929242,-1.50323061624824,-2.42082104073406,-1.35390867067212,-0.105480990560529,0.105480990560529
"CYP17A1",1.14689639434094,0.480923976394373,0.987902726975817,-0.367714956926603,-1.57780270279174,0.21998349385945,-0.312163908992216,0.295143740160683,-0.0885527365335793,0.0993979357386425,0.692583663628114,-0.856552373635368,-1.68427139779288,-2.46417429826334,-0.327402131943555,0.327402131943555
"CYP19A1",-1.02134689053021,0.616803422021728,1.51384645342432,-0.744725449683779,1.10243226253603,1.83792661289364,1.28257994102772,0.182664058127682,0.940848377282823,-1.07179316464708,-1.1562709820406,-0.184816300191971,0.75533650399175,-0.563083486566868,-0.680855196205971,0.680855196205971
"CYP1B1",-0.124472292389794,0.582867361304398,0.506639027856711,1.10782391342042,1.13776899857769,-0.0796513844366452,0.017540918972714,0.315888346899643,-1.29876334174079,1.18514902057581,0.697856102138169,-1.07083262707316,0.231850356894473,3.00300000825251,-0.433226742969083,0.433226742969083
"CYP24A1",-2.70567114998972,-0.699921280874356,-0.198604289974152,-0.97055026838836,-0.0420688495828355,1.39771212114356,-0.955768764401432,0.589867801969972,0.0524311208212275,0.0844775459049031,-0.522466030542058,-1.56456756865027,0.358135914802666,-1.52115976905217,-0.557852077927493,0.557852077927493
"CYP27A1",-0.91556575253654,-0.739385176554348,0.387569526597037,-0.724304963436069,-1.38238682106474,1.252280904715,0.907207714932337,-1.63313206584852,1.1323990090807,-1.24426948821252,-1.29396275506361,-0.86245036230698,-1.63352405827205,-1.02989424714302,0.62271837488738,-0.62271837488738
"CYP2B6",-0.703192513392882,0.597037902945165,0.935967770330268,-1.40754740670429,-0.32969316790165,0.991595048189427,-0.365220570019254,-0.0342847050506156,0.628545189093387,-1.42139543450972,-0.756682989603542,-2.0241671033937,-0.0634170639108078,1.6978775923142,-0.453293565020895,0.453293565020895
"CYP2F1",0.457722652755124,1.17251874473664,-1.3195632008113,0.662245652426494,-0.735170561195862,-2.00553016165316,-0.518909895763373,0.286268179743119,-1.06453071396924,-1.78611098712277,-0.123318008189682,-2.10168131344586,-0.518483079892354,-0.346760812978805,-0.747927397304248,0.747927397304248
"CYP2R1",1.25978393325214,-0.304662728440095,0.18770700418675,1.16239302898913,-2.16653525740565,-1.97604734442916,0.0581195391866521,0.297766418024323,0.649955487765671,0.292577089495822,-0.389307271051675,-0.983222458953826,1.09181042719632,-0.569970503142889,-0.332038206827195,0.332038206827195
"CYP3A4",-0.220919004169242,-0.499457850676268,-0.259131925022619,-0.90276128285007,-1.27784155186121,1.72016552750973,-0.64808333526272,-0.636678471060602,-0.242866197399083,-2.0965962514991,-0.334778629920011,-2.74236549333228,-0.241660534312256,-1.2149157725859,-0.518697116298606,0.518697116298606
"CYP3A5",0.174495472547128,-0.426383740230771,2.15449078786334,-0.326536123777081,0.258014849108689,0.87376576698711,2.20409074424572,0.241669546551283,1.16941741480338,-1.2474212511744,-0.406183378519916,-0.174020235008166,1.90597653047695,0.482673908571325,-0.367513385773904,0.367513385773904
"CYP4X1",-0.943316613759464,1.06892701166228,-1.49408129651918,1.62332953056133,-1.55382796496797,-1.79633843396486,-0.798452314141442,-0.386564953630425,-1.16084083360461,0.859144193163037,-0.448462323110398,-1.37489246843238,-0.525349946891786,-0.946260955615225,0.317255631692166,-0.317255631692166
"CYP7A1",0.595070400244218,-0.373573231316752,1.20642831802,-0.452342813865899,0.662274026954543,-1.98503902296077,-0.0287505028051518,0.301907996301626,-0.479236211563925,0.684239367374103,2.30219610911446,-0.301233339919676,0.967857136364624,-1.11149380140032,-0.425152063561382,0.425152063561382
"CYP7B1",-1.01570356011842,-0.787573528820422,-1.39873562090181,0.111167665977068,-0.837838373330217,2.14488603156799,1.24772385571124,-0.716899932215937,-0.145028455891137,0.146285567668059,-1.55864116218918,0.764479098522984,-1.19353152140875,-0.462434932294496,0.289721147251044,-0.289721147251044
"CYTH2",-0.722285465647588,-0.618147435317544,-1.61098958503357,0.00864471505526392,-2.87426260649533,-1.01850009545452,-0.0983708516267559,-0.982646659532586,0.166649554224905,-0.946746445639486,-0.32886413474238,0.711294183010128,-0.176919013987246,-2.71220545352737,0.270162022275174,-0.270162022275174
"DACT1",-0.134140601152349,1.25247613818729,-1.77905108928649,1.69931320012129,-0.421725169832799,-0.476442462902183,-1.44486497531943,1.34858634281248,-0.577059449563809,0.970830975135439,1.33205058301452,0.0305831503145703,0.509332947650438,-0.151900811710532,0.0600461110633615,-0.0600461110633616
"DAD1",0.39560352448515,0.985253312793967,2.07974978160759,-0.924052824976401,1.40605617963689,0.940964707667126,2.57892058686265,0.138137515727132,2.07388759373121,1.30233421935529,1.61358401897255,1.81557296997376,1.52023826394168,-0.29155929022643,-0.269969347014616,0.269969347014616
"DAGLB",1.07277795003819,1.0478800354301,1.48966756862939,0.351610481960111,0.200370034568271,-1.3966843231579,0.850871452924447,0.887565864695826,1.25652651734228,1.03526606161271,1.78266210329063,1.45043495136954,1.45533673492825,-1.68142383895018,-0.130880211662997,0.130880211662997
"DAPK3",-1.66552793405666,0.368833733052426,-1.22167029467836,-1.05095491964018,0.035751264470728,1.85048496699004,-1.88291436311042,-1.17858212801149,-0.461136530402283,-0.243702885699121,-1.11484030287915,0.238342966021339,-0.686127617951871,1.06701931156289,0.283672862916462,-0.283672862916462
"DAPP1",1.43720233108219,0.943882890244197,1.1921292086931,-0.530244501551902,-1.37891064459709,-0.940178342436405,0.602505624119736,-1.53479453666341,0.0861866455095548,-1.34095629649437,-0.077695938500093,-1.1124283772676,0.265847863660483,-1.60946912414337,0.250536276245503,-0.250536276245503
"DAZL",0.0271390695660428,-0.696115737323163,2.32954853132955,-0.0998555239069307,1.35370227219098,1.92154274285028,1.6137406938887,0.255577771581161,2.05157256182957,-0.825591210794721,0.0316702346350061,1.49954234325702,0.346474458479222,0.574737553222373,-0.126219527735319,0.126219527735319
"DBH",0.432938750599692,-0.648895973379182,-0.275222266074811,-0.87450805807368,-1.76528962213779,-2.79434786477814,-0.66430436994632,0.728035195138772,-0.323114899321203,-2.14663948945988,-0.916649126865576,0.912343430773652,-0.801238224064393,-0.633667057298844,0.310576850181449,-0.31057685018145
"DCAF11",0.903191275706443,2.50880928227811,2.65389080256395,-0.472944423521473,0.850501378282705,2.07080578222748,2.16133727806435,1.46941720769007,2.38536991868611,0.788127557012115,1.65959234022306,1.7900867194586,1.68146441888172,0.546847018846384,-0.684945918553744,0.684945918553744
"DCAF15",-0.959584629830168,-1.89417008270898,-0.192101151484468,-2.08802332747569,-0.0788009949757799,-0.630110202394143,-0.324115143039453,-1.84578244408715,1.7376661142466,-1.19089608543592,-0.0977858426223958,0.437646602500994,-1.17277784318487,-0.227253602523367,-0.573097660899612,0.573097660899612
"DCAF7",0.712087315397432,0.58945434788126,1.52324176277748,-2.17899295935026,1.7652586264967,1.27241752158327,0.394293890056226,0.521097058715284,0.415818951054784,0.301522674406452,0.998771526011692,2.47694431148532,0.666766563834617,0.587855359273598,-0.135168820521932,0.135168820521932
"DCC",1.32994048725276,-0.0409556354272538,0.382318917776017,-0.103947515600173,-1.52070234752524,-0.229766882818254,2.43527429987679,0.124457962348173,0.755016963108332,-0.832338958893931,0.799903021237655,1.46927906069318,1.33133653908305,-0.654659772589644,-0.330308129410443,0.330308129410443
"DCK",0.64228852815423,-0.42397602873938,-1.34729809980557,-1.06304188138936,-1.02551739869664,0.436316945238936,-2.62803325888246,-0.694023220414307,-0.754313952525143,-0.620456561246003,-0.238710141811137,0.866681434228696,-1.1086043008786,1.55108094169198,0.0256185072124907,-0.0256185072124908
"DCLK3",0.775638820753943,0.495389128231437,-1.74637286162114,-0.163632164724439,0.291671129334531,0.572769498151912,-1.96789144832413,1.13981046905186,-1.2228953801063,-0.487871847850273,0.224882198185249,-1.78085822975308,0.788396322562967,0.111939766529669,0.475816982634554,-0.475816982634554
"DCLRE1B",1.34609703015593,-0.512391061773986,-2.12173352975586,0.29133597502634,-0.00796323217057695,-1.242224470315,-2.15086168409248,0.954387407372055,-0.671516476448642,0.513101991799598,-0.0861679002848685,0.152104606035758,0.308939417135536,0.716869051249628,-0.386168282859119,0.386168282859119
"DCLRE1C",2.42567965953078,2.77789326400474,2.61562569807484,0.869048001207326,1.97458790802705,0.704135400123954,0.391095964880678,2.11875206009974,0.460319753582289,1.94000800859979,0.89757061682643,2.63380406091973,1.22573944644844,2.41864019708663,-0.190843258059732,0.190843258059732
"DCT",1.39331008638398,0.870903213757573,1.98925090351606,1.10644750053768,-1.78262649287644,-0.35034520327884,0.920771551462523,1.99937260404991,0.81467333940104,0.924525620077988,0.547465617686483,0.840169378597423,2.25873770461174,0.421037767889046,-0.22418904780432,0.22418904780432
"DCTN4",1.47630669713512,1.75213871481116,1.66402199584195,0.579964478190425,-0.482262336329792,-0.449386650164057,1.06702717106719,-0.458556099407561,0.610381892869036,0.998409577247547,-0.515510981988622,1.9074627891787,2.2928032613677,1.96750295684193,0.207681466574101,-0.207681466574101
"DCUN1D4",2.36143105820327,-0.638483729339951,1.9926929506934,1.15116394888393,1.4123759995378,1.6436014784884,2.15508494690314,1.53386597470701,2.40150819525811,1.2071672130884,2.33129198173938,1.88446873796262,1.00167027713783,2.97298759156312,-0.3377485233596,0.3377485233596
"DDB1",-2.45831160541479,-2.32710253138574,0.27295609340353,-1.28212973380311,-0.633329455434394,-0.790528564957102,0.647660776883378,-1.66068762607141,0.422218545682582,-2.12013996157052,-1.86487271309841,-1.04587588615336,-1.10033531809018,-0.63774874118027,0.141439485228731,-0.141439485228731
"DDB2",0.103641479440649,-1.24156196022182,-0.93381274136398,-0.719666802383315,-1.20050893666937,-1.12827707604171,-1.83473880179631,-0.46045010951992,-1.09587626566836,-1.01010476590771,0.410508221938622,-0.981250098041424,-1.00309931305046,-3.9033407873008,0.33926408914241,-0.33926408914241
"DDIT4",-2.47608601180288,-2.06749801244525,-1.67127044209865,-2.86111015277115,0.153143148962482,-2.01593553389982,-0.522329476198969,-0.401594038079453,-0.906725960538982,-0.184585249649996,-0.266970290500235,-1.54040152171377,-0.00179995591452291,-1.28140668432616,0.34693198289114,-0.34693198289114
"DDOST",-0.0853427164679926,-1.24872325300441,1.53755673214539,0.453055692792121,-0.194435248700138,-0.66594862548555,1.38710331442232,-0.527906289539245,1.38111177087012,0.165829003275737,-0.267647073250159,1.09770379454654,1.15780006562497,-1.87449347567258,0.474021468292916,-0.474021468292916
